RowNumber,CustomerId,FullName,CreditScore,Province,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5911,15700749,Vũ Xuân Khoa,,Hải Phòng,Female,39.0,6,0.0,1,1,1,24677.54,0
5912,15697567,Phạm Văn Tuấn,752.0,Long An,Male,33.0,4,0.0,2,1,1,39570.78,0
5913,15715414,Nguyễn Thanh Khoa,658.0,Đồng Nai,Female,38.0,6,102895.1,1,0,0,155665.76,0
5914,15639530,Hoàng Thùy Thảo,,Kiên Giang,Male,42.0,2,0.0,1,1,1,,0
5915,15726058,Trần Hải Phúc,,Khánh Hòa,Male,27.0,7,117578.35,2,0,1,87908.01,0
5917,15698872,Nguyễn Minh Trang,633.0,Hà Nội,Female,39.0,2,0.0,2,0,0,191207.03,0
5918,15812184,Đỗ Tuấn Minh,674.0,Bình Dương,Female,31.0,1,0.0,1,1,0,128954.05,0
5919,15742609,Bùi Văn Lan,600.0,Khánh Hòa,Male,unknown,2,116623.31,1,0,1,,0
5920,15815043,Võ Ngọc Tâm,645.0,Đà Nẵng,Male,49.0,8,0.0,2,1,0,,0
5921,15640648,Trần Phương Linh,698.0,Đà Nẵng,Male,36.0,6,0.0,2,0,1,19231.98,0
5922,15627203,Trần Hoàng Lan,508.0,TP.HCM,Male,54.0,10,0.0,1,1,1,175749.36,0
5925,15674368,Lý Hải Dũng,738.0,Đồng Nai,Female,39.0,1,94435.45,2,0,1,,0
5926,15783477,Vũ Xuân Thảo,,Kiên Giang,Female,39.0,8,,1,0,1,6723.66,0
5929,15761241,Lý Văn Trang,578.0,Bình Dương,Female,36.0,8,,1,1,1,143683.75,0
5930,15695078,Bùi Hoàng Hải,699.0,Hải Phòng,Male,32.0,3,0.0,2,1,1,170770.44,0
5931,15645744,Ngô Hữu Huyền,826.0,Cần Thơ,Female,30.0,5,0.0,2,0,1,157397.57,0
5933,15749300,Lê Tuấn Tâm,556.0,Quảng Ninh,Female,47.0,2,139914.27,1,1,1,50390.98,0
5935,15607065,Bùi Hữu Linh,765.0,Đà Nẵng,Male,34.0,9,91835.16,1,0,0,138280.17,0
5936,15778089,Lê Thùy Tuấn,544.0,Thừa Thiên Huế,Male,37.0,2,,2,0,0,135067.02,0
5938,15697035,Phạm Thùy Huyền,740.0,TP.HCM,Female,31.0,8,,2,0,0,,0
5939,15679668,Hoàng Hữu Hùng,850.0,Bà Rịa - Vũng Tàu,Male,38.0,7,115378.94,1,0,1,162087.82,0
5940,15709861,Trần Xuân Khánh,766.0,Thanh Hóa,Male,30.0,4,127786.28,2,1,1,28879.3,0
5942,15791030,Lý Hải Khoa,612.0,Lâm Đồng,Female,33.0,0,64900.32,2,1,0,102426.12,0
5944,15658813,Đặng Minh Anh,,Thanh Hóa,Female,,7,nan,2,1,1,18369.33,0
5945,15715709,Ngô Hữu Hùng,696.0,Bà Rịa - Vũng Tàu,Male,43.0,4,nan,1,0,1,159888.1,0
5946,15722533,Hoàng Hoàng Anh,716.0,Nghệ An,Female,40.0,3,,2,0,1,,0
5947,15683118,Hoàng Ngọc Anh,590.0,Kiên Giang,Male,32.0,9,0.0,2,1,0,138889.15,0
5948,15672798,Hoàng Minh Phúc,656.0,Hà Nội,Female,45.0,7,145933.27,1,1,1,199392.14,0
5949,15680112,Nguyễn Tuấn Khánh,473.0,Đồng Nai,Female,35.0,7,,1,1,0,189560.43,0
5952,15590637,Dương Hữu Khoa,134.0,Long An,Male,108.0,7,,2,0,1,61018.85,0
5954,15696141,Trần Thị Hùng,516.0,Hải Phòng,Female,31.0,7,0.0,1,1,0,47018.75,0
5955,15811947,Đỗ Thị Nam,850.0,Long An,Male,33.0,0,124781.67,1,0,1,33700.52,0
5957,15594928,Vũ Minh Hải,,Nghệ An,Female,38.0,4,129055.13,1,1,0,157147.59,0
5958,15765532,Lý Ngọc Tuấn,612.0,Lâm Đồng,Male,76.0,6,96166.88,1,1,1,,0
5959,15741719,Phạm Tuấn Hải,540.0,Bà Rịa - Vũng Tàu,Female,40.0,3,165298.12,1,0,1,199862.75,0
5960,15665629,Vũ Thị Thảo,719.0,Long An,Female,33.0,7,,2,1,0,20016.59,0
5962,15762993,Vũ Minh Phúc,796.0,Kiên Giang,Male,32.0,5,102773.15,2,0,1,117832.88,0
5964,15653521,Phạm Hải Hà,850.0,Đà Nẵng,Female,40.0,7,104449.8,1,1,1,747.88,0
5965,15802220,Lý Xuân Tâm,599.0,Thừa Thiên Huế,Male,35.0,6,137102.65,1,0,0,76870.81,0
5966,15644132,Lê Thùy Tâm,724.0,Long An,Female,30.0,9,142475.87,1,1,1,,0
5967,15600832,Dương Hải Tuấn,508.0,Quảng Ninh,Female,43.0,9,0.0,1,1,0,103726.71,0
5968,15797919,Võ Hữu Tâm,773.0,Đà Nẵng,Male,37.0,2,103195.2,2,1,0,178268.36,0
5969,15603743,Lê Tuấn Dũng,526.0,Bình Dương,Male,28.0,1,112070.44,1,0,1,126281.83,0
5970,15579714,Trần Thanh Linh,542.0,Hà Nội,Female,29.0,7,0.0,2,0,1,196651.72,0
5971,15634295,Ngô Thanh Hải,470.0,Khánh Hòa,Male,35.0,1,96473.59,1,0,0,5962.3,0
5972,15786680,Võ Thị Linh,805.0,Cần Thơ,Male,37.0,5,0.0,2,1,0,21928.81,0
5974,15691823,Phạm Thị Phúc,672.0,Bình Dương,Male,37.0,5,153195.59,1,1,1,162763.01,0
5975,15809279,Phạm Minh Trang,773.0,Kiên Giang,Male,45.0,8,96877.21,1,1,1,113950.51,0
5976,15758039,Đỗ Hải Mai,614.0,Hà Nội,Male,44.0,6,,2,0,1,104930.46,0
5978,15631639,Phạm Phương Hà,704.0,Đà Nẵng,Female,40.0,6,95452.89,1,0,1,179964.55,0
5979,15713770,Vũ Phương Hải,586.0,An Giang,Male,41.0,3,63873.56,1,1,0,,0
5980,15698167,Bùi Văn Nam,677.0,Hà Nội,Female,unknown,0,148298.59,2,0,0,182913.95,0
5981,15781710,Nguyễn Hoàng Anh,558.0,Bình Dương,Female,31.0,7,0.0,2,1,0,166720.28,0
5982,15801296,Dương Xuân Lan,634.0,Bà Rịa - Vũng Tàu,Female,37.0,7,143258.85,2,1,0,192721.98,0
5983,15704378,Phạm Phương Hùng,655.0,Cần Thơ,Male,37.0,9,,1,1,1,180241.44,0
5984,15767891,Ngô Xuân Hùng,,Bắc Ninh,Female,28.0,6,99152.73,2,1,0,48475.12,0
5985,15640667,Đỗ Văn Mai,,Hải Phòng,Female,41.0,4,0.0,2,1,0,126551.48,0
5986,15702145,Nguyễn Văn Huyền,705.0,Lâm Đồng,Male,33.0,7,68423.89,1,1,1,64872.55,0
5988,15636634,Vũ Phương Lan,630.0,Hải Phòng,Female,,7,79656.81,1,1,0,93524.22,0
5989,15809227,Đỗ Tuấn Tâm,850.0,Cần Thơ,Male,35.0,2,0.0,2,1,1,56991.66,0
5991,15625494,Võ Hữu Huyền,573.0,Bà Rịa - Vũng Tàu,Female,32.0,9,,2,1,1,130234.63,0
5992,15723737,Trần Thùy Minh,680.0,Kiên Giang,Male,27.0,3,0.0,1,1,0,,0
5993,15682955,Đỗ Văn Anh,758.0,TP.HCM,Female,32.0,2,84378.9,1,1,1,75396.43,0
5994,15758856,Lê Văn Lan,597.0,Hà Nội,Male,45.0,7,,2,0,0,167756.45,0
5995,15746065,Phạm Thị Minh,,An Giang,Male,35.0,10,136281.41,2,1,1,24799.47,0
5996,15783865,Lê Hữu Phúc,622.0,Lâm Đồng,Male,59.0,5,119380.37,1,1,1,60429.43,0
5997,15745455,Phạm Hải Minh,638.0,An Giang,Male,62.0,4,108716.59,2,1,1,74241.09,0
5998,15583033,Đặng Hoàng Khoa,640.0,Hà Nội,Female,20.0,4,0.0,2,0,1,78310.82,0
5999,15644212,Dương Phương Tâm,,Kiên Giang,Male,,0,0.0,2,1,0,119419.37,0
6000,15735688,Nguyễn Ngọc Trang,753.0,Cần Thơ,Female,31.0,6,106596.29,1,0,0,,0
6003,15783026,Bùi Thanh Lan,,An Giang,Female,41.0,2,,1,1,0,,0
6004,15579892,Võ Thanh Anh,708.0,Hà Nội,Male,19.0,7,112615.86,1,1,1,4491.77,0
6005,15802088,Dương Thanh Hà,521.0,Bà Rịa - Vũng Tàu,Female,22.0,10,0.0,1,1,1,,0
6006,15589323,Bùi Phương Phúc,636.0,Nghệ An,Female,24.0,9,0.0,2,0,1,38830.72,0
6007,15636395,Dương Hữu Trang,529.0,Bình Dương,Female,unknown,5,0.0,2,1,0,,0
6008,15712772,Ngô Ngọc Dũng,757.0,Bà Rịa - Vũng Tàu,Male,28.0,3,75381.15,1,1,1,199727.72,0
6009,15700937,Trần Hoàng Anh,767.0,Hà Nội,Female,unknown,5,0.0,2,1,1,67445.85,0
6010,15766659,Lý Minh Khánh,525.0,Kiên Giang,Male,33.0,5,0.0,2,1,0,161002.29,0
6011,15814033,Phạm Phương Linh,759.0,TP.HCM,Male,38.0,1,0.0,2,1,0,,0
6013,15654183,Võ Hoàng Nam,738.0,Long An,Female,,3,0.0,2,1,0,,0
6014,15609899,Phạm Minh Khánh,548.0,Lâm Đồng,Male,37.0,4,,1,1,0,121763.68,0
6016,15582591,Đỗ Thị Huyền,615.0,Hải Phòng,Male,59.0,4,155766.05,1,1,1,110275.17,0
6017,15738835,Dương Thanh Huyền,,Hà Nội,Male,38.0,7,101985.81,2,0,0,43801.27,0
6018,15782404,Trần Thùy Minh,487.0,Kiên Giang,Female,34.0,2,96019.5,1,0,0,,0
6019,15697480,Trần Phương Thảo,731.0,Khánh Hòa,Male,30.0,7,0.0,2,0,1,143086.09,0
6020,15697045,Phạm Thanh Hùng,726.0,TP.HCM,Female,35.0,9,,2,0,1,100556.98,0
6021,15781234,Ngô Tuấn Nam,609.0,An Giang,Female,35.0,2,147900.43,1,1,0,140000.29,0
6022,15579891,Phạm Thùy Khánh,714.0,Lâm Đồng,Male,52.0,4,100755.66,1,1,1,186775.25,0
6025,15568834,Lý Văn Anh,698.0,Hải Phòng,Male,27.0,6,125427.37,2,0,0,27654.44,0
6026,15709917,Vũ Thùy Khoa,601.0,TP.HCM,Female,46.0,3,98202.76,1,0,0,137763.93,0
6027,15718843,Lý Thanh Minh,769.0,An Giang,Male,41.0,1,72509.91,1,1,0,25723.73,0
6028,15799494,Phạm Xuân Hùng,850.0,Bắc Ninh,Male,,3,140393.65,2,0,1,186285.52,0
6031,15581388,Đỗ Xuân Huyền,218.0,Thanh Hóa,Male,115.0,8,1312614.0610804327,1,1,0,,0
6032,15743153,Phạm Hữu Anh,nan,Lâm Đồng,Female,40.0,2,122295.17,2,1,1,30812.84,0
6033,15579787,Đặng Hải Mai,686.0,Long An,Male,39.0,4,0.0,2,1,0,155023.93,0
6034,15759966,Lê Ngọc Mai,612.0,Đồng Nai,Female,36.0,5,119799.27,2,1,0,159416.58,0
6035,15601045,Đặng Văn Phúc,655.0,Bình Dương,Male,37.0,8,163708.58,2,0,0,76259.23,0
6036,15764021,Lý Thị Khánh,617.0,An Giang,Male,34.0,1,,2,1,0,105965.25,0
6037,15687218,Vũ Hải Thảo,674.0,Thanh Hóa,Female,,4,79144.34,1,0,1,50743.83,0
6038,15626452,Trần Thị Phúc,711.0,Thừa Thiên Huế,Male,32.0,5,0.0,2,1,1,147720.27,0
6039,15700964,Phạm Hoàng Hà,624.0,Long An,Female,27.0,7,104848.68,1,1,1,167387.36,0
6040,15768887,Bùi Tuấn Hải,597.0,TP.HCM,Male,26.0,5,0.0,2,0,1,95159.13,0
6041,15735358,Vũ Ngọc Hùng,682.0,Hà Nội,Male,46.0,4,,1,1,1,4654.28,0
6042,15749472,Dương Minh Phúc,775.0,Kiên Giang,Male,45.0,8,0.0,1,1,0,,0
6043,15685872,Trần Thùy Hà,727.0,Bình Dương,Female,29.0,1,146652.01,1,1,1,173486.39,0
6044,15760851,Đặng Tuấn Tuấn,629.0,Nghệ An,Male,31.0,6,,2,1,0,93881.75,0
6045,15734588,Vũ Phương Lan,684.0,Thừa Thiên Huế,Male,46.0,0,0.0,2,1,1,36376.97,0
6046,15784594,Bùi Phương Hà,549.0,Bình Dương,Female,37.0,1,130622.34,2,1,1,128499.94,0
6047,15606435,Đỗ Thùy Hà,593.0,Lâm Đồng,Male,69.0,2,187013.13,2,0,1,105898.69,0
6048,15790247,Võ Phương Hà,536.0,Đà Nẵng,Male,,9,0.0,2,1,1,,0
6049,15676433,Ngô Phương Hùng,707.0,Thanh Hóa,Female,36.0,6,0.0,1,0,0,,0
6050,15625905,Đỗ Hoàng Linh,592.0,Long An,Male,41.0,0,0.0,2,1,0,65906.07,0
6051,15626414,Đỗ Thùy Hà,703.0,Bình Dương,Male,44.0,6,98862.54,1,1,0,151516.7,0
6052,15623220,Bùi Thanh Huyền,723.0,An Giang,Female,45.0,4,0.0,2,1,0,,0
6053,15752857,Lý Văn Nam,452.0,An Giang,Male,52.0,1,98443.14,2,0,0,92033.98,0
6054,15677908,Vũ Xuân Phúc,552.0,Bình Dương,Male,,4,0.0,2,0,0,195692.3,0
6056,15623972,Hoàng Văn Nam,nan,Lâm Đồng,Female,unknown,9,nan,1,0,1,95148.28,0
6057,15738627,Lê Minh Tâm,,Thừa Thiên Huế,Male,25.0,6,0.0,2,1,1,21215.67,0
6058,15643392,Nguyễn Tuấn Hải,742.0,Thừa Thiên Huế,Male,31.0,4,105239.1,1,1,1,19700.24,0
6060,15627854,Phạm Hoàng Tuấn,707.0,Hà Nội,Male,,3,0.0,2,1,1,135077.01,0
6063,15574558,Bùi Ngọc Tâm,718.0,Lâm Đồng,Male,,8,0.0,2,1,1,41399.33,0
6064,15635256,Nguyễn Thanh Minh,762.0,Bình Dương,Male,31.0,7,117687.35,1,1,1,159344.43,0
6065,15680399,Phạm Hải Khánh,772.0,TP.HCM,Male,23.0,2,0.0,2,1,0,18364.19,0
6067,15580249,Vũ Tuấn Lan,502.0,Bình Dương,Male,unknown,0,0.0,1,0,0,,0
6068,15675431,Đặng Hoàng Anh,563.0,Thanh Hóa,Female,34.0,6,0.0,2,0,0,36536.93,0
6069,15698285,Võ Minh Tuấn,,Nghệ An,Female,41.0,4,101457.14,1,1,1,79101.67,0
6070,15810775,Lý Hoàng Trang,576.0,Thanh Hóa,Male,52.0,2,,2,1,1,16644.16,0
6071,15678173,Trần Xuân Hùng,629.0,Nghệ An,Male,35.0,4,174588.8,2,0,1,158420.14,0
6072,15665222,Bùi Minh Dũng,625.0,Đồng Nai,Male,52.0,8,121161.57,1,1,0,48988.28,0
6073,15803908,Võ Ngọc Minh,628.0,Cần Thơ,Male,,9,0.0,2,1,1,96862.56,0
6074,15586039,Vũ Phương Dũng,471.0,Khánh Hòa,Female,36.0,5,90063.74,2,1,1,,0
6075,15802570,Vũ Hải Linh,811.0,Đồng Nai,Female,45.0,5,,2,1,1,146123.19,0
6076,15781451,Võ Thị Phúc,504.0,Quảng Ninh,Male,42.0,3,134936.97,2,0,0,135178.91,0
6077,15721019,Nguyễn Thanh Dũng,,An Giang,Female,24.0,3,110495.27,1,1,0,158615.41,0
6078,15738588,Vũ Minh Mai,660.0,Hà Nội,Female,37.0,2,,1,0,0,71433.88,0
6079,15730657,Phạm Phương Huyền,548.0,Quảng Ninh,Female,41.0,4,82596.8,1,0,1,55672.09,0
6080,15739292,Phạm Ngọc Nam,609.0,Long An,Male,31.0,9,103837.75,1,1,1,,0
6083,15636820,Dương Hải Anh,725.0,Đồng Nai,Male,40.0,8,104149.66,1,1,0,62027.9,0
6085,15619494,Đỗ Ngọc Huyền,562.0,An Giang,Female,31.0,9,117153.0,1,1,1,108675.01,0
6087,15735025,Đặng Minh Thảo,,Quảng Ninh,Male,37.0,3,175534.78,2,1,1,9241.52,0
6089,15752912,Đỗ Hải Hà,661.0,Bắc Ninh,Female,30.0,7,0.0,2,1,0,72196.57,0
6090,15711316,Đặng Hoàng Linh,771.0,Nghệ An,Male,unknown,2,0.0,2,1,1,,0
6091,15738785,Võ Tuấn Minh,,TP.HCM,Male,26.0,7,0.0,2,0,1,156598.23,0
6092,15777896,Đặng Văn Hải,850.0,Đà Nẵng,Female,33.0,2,83415.04,1,0,1,74917.64,0
6093,15628963,Hoàng Thùy Minh,601.0,Lâm Đồng,Male,43.0,3,141859.12,2,1,1,111249.62,0
6094,15742126,Lê Thị Hà,712.0,Bắc Ninh,Male,38.0,7,,2,1,1,59115.77,0
6095,15575623,Trần Thanh Minh,589.0,Bà Rịa - Vũng Tàu,Female,31.0,10,110635.32,1,1,0,148218.86,0
6096,15741652,Vũ Xuân Hùng,,Bà Rịa - Vũng Tàu,Male,,8,,1,1,1,77142.32,0
6097,15738884,Lý Tuấn Anh,642.0,Bà Rịa - Vũng Tàu,Male,41.0,4,nan,1,1,0,67484.6,0
6099,15803005,Nguyễn Tuấn Nam,570.0,Lâm Đồng,Female,57.0,5,86568.75,1,0,1,103660.31,0
6101,15720463,Bùi Tuấn Tâm,134.0,Nghệ An,Male,106.0,2,1220575.820815393,2,1,0,62905.29,0
6103,15665802,Hoàng Minh Dũng,,Bình Dương,Female,36.0,6,0.0,2,1,1,97938.59,0
6104,15571144,Võ Thùy Tâm,nan,Long An,Male,unknown,10,0.0,2,0,1,126565.21,0
6106,15605134,Bùi Hoàng Hùng,,An Giang,Female,34.0,0,131244.65,2,1,0,183229.02,0
6107,15626044,Vũ Thanh Anh,,Nghệ An,Male,28.0,3,125155.83,2,1,1,106024.02,0
6108,15737910,Hoàng Xuân Hà,,Bình Dương,Male,35.0,5,140691.08,2,1,0,167810.26,0
6109,15761076,Trần Thị Minh,,Lâm Đồng,Male,41.0,3,58820.32,2,1,1,138536.09,0
6111,15577402,Nguyễn Thùy Huyền,593.0,Hải Phòng,Male,31.0,9,0.0,2,0,1,,0
6112,15803337,Vũ Thùy Tuấn,648.0,Đà Nẵng,Male,23.0,9,nan,1,1,0,134676.72,0
6113,15654372,Võ Hải Khánh,462.0,Bình Dương,Male,,1,94682.56,2,1,0,,0
6114,15585867,Hoàng Minh Minh,596.0,Quảng Ninh,Male,36.0,2,,2,0,1,125557.95,0
6116,15604813,Nguyễn Thanh Thảo,494.0,Khánh Hòa,Male,40.0,7,0.0,2,0,1,158071.69,0
6117,15611644,Đỗ Hải Dũng,627.0,Bắc Ninh,Male,73.0,0,146329.73,1,0,1,,0
6118,15674928,Dương Hải Trang,850.0,Nghệ An,Male,37.0,2,0.0,2,1,0,119969.99,0
6119,15656100,Võ Hữu Minh,632.0,Nghệ An,Female,49.0,5,167962.7,1,0,0,140201.21,0
6120,15764293,Ngô Hoàng Mai,490.0,Đà Nẵng,Male,33.0,1,0.0,2,1,1,80792.83,0
6121,15636423,Đặng Văn Tuấn,715.0,Cần Thơ,Male,40.0,7,0.0,1,1,1,141359.11,0
6122,15607629,Phạm Xuân Hải,679.0,Kiên Giang,Male,,8,nan,2,1,0,23344.94,0
6124,15714493,Bùi Thùy Dũng,465.0,Quảng Ninh,Female,33.0,6,0.0,2,1,1,95500.98,0
6125,15643359,Bùi Ngọc Nam,,Đồng Nai,Male,32.0,7,0.0,1,0,1,,0
6126,15687913,Phạm Phương Phúc,501.0,Long An,Female,34.0,7,93244.42,1,0,1,199805.63,0
6127,15790935,Đặng Hải Minh,535.0,Bà Rịa - Vũng Tàu,Female,29.0,5,,2,0,1,52709.55,0
6128,15708693,Đỗ Hoàng Mai,759.0,Thừa Thiên Huế,Female,33.0,2,0.0,2,1,0,56583.88,0
6129,15672016,Phạm Thùy Tuấn,819.0,TP.HCM,Male,35.0,1,0.0,2,0,1,3385.04,0
6130,15727605,Dương Hải Phúc,533.0,Quảng Ninh,Male,,4,80442.06,2,0,1,12537.42,0
6131,15651144,Đặng Tuấn Khoa,632.0,TP.HCM,Female,,2,150561.03,2,0,0,64722.61,0
6133,15691874,Nguyễn Thị Huyền,124.0,Lâm Đồng,Female,125.0,9,1150245.9644077958,1,1,0,,0
6134,15620735,Vũ Thị Trang,667.0,Nghệ An,Female,33.0,4,127076.68,2,1,0,69011.66,0
6135,15769781,Ngô Hữu Phúc,699.0,Đồng Nai,Female,25.0,8,0.0,2,1,1,52404.47,0
6136,15624611,Bùi Thị Hải,497.0,Đồng Nai,Male,37.0,8,nan,2,1,1,163641.53,0
6137,15773071,Lê Hữu Mai,780.0,Nghệ An,Female,33.0,6,145580.61,1,1,1,154598.56,0
6140,15806407,Lý Tuấn Khoa,652.0,Cần Thơ,Female,37.0,4,,2,1,0,143393.24,0
6141,15785042,Trần Thùy Linh,488.0,Cần Thơ,Female,31.0,8,97588.6,1,0,0,124210.53,0
6142,15809302,Hoàng Thanh Trang,572.0,Bà Rịa - Vũng Tàu,Male,,1,0.0,2,1,1,151460.84,0
6143,15677550,Lý Minh Khánh,755.0,Lâm Đồng,Female,38.0,1,0.0,2,1,0,20734.81,0
6144,15654096,Trần Minh Hà,779.0,An Giang,Female,24.0,10,122200.31,2,1,0,43705.56,0
6145,15617320,Dương Ngọc Khánh,693.0,Thừa Thiên Huế,Female,,3,151709.33,1,1,0,180736.24,0
6146,15653065,Lý Xuân Minh,530.0,Bà Rịa - Vũng Tàu,Female,22.0,7,,2,1,0,104170.48,0
6147,15649112,Lý Thùy Nam,738.0,TP.HCM,Female,33.0,3,122134.4,2,0,1,,0
6148,15690526,Đỗ Hoàng Huyền,690.0,Long An,Male,31.0,2,137260.45,2,1,0,55387.28,0
6149,15806945,Hoàng Ngọc Khánh,611.0,Thừa Thiên Huế,Female,30.0,9,,1,1,0,196332.45,0
6150,15670066,Bùi Thùy Anh,643.0,TP.HCM,Male,34.0,6,0.0,2,1,1,116046.22,0
6152,15761525,Dương Thùy Tuấn,727.0,Hải Phòng,Female,31.0,10,,2,0,0,,0
6153,15735080,Ngô Thị Mai,,Nghệ An,Female,64.0,2,0.0,1,1,1,6076.62,0
6154,15619537,Võ Ngọc Khoa,550.0,Bình Dương,Male,31.0,5,142200.19,2,1,1,122221.71,0
6155,15598162,Lý Minh Hải,754.0,Thanh Hóa,Female,39.0,3,160761.41,1,1,1,24156.03,0
6156,15694300,Phạm Tuấn Dũng,759.0,Đồng Nai,Male,26.0,4,0.0,2,1,0,135394.62,0
6157,15637235,Đặng Xuân Khánh,794.0,Cần Thơ,Male,33.0,8,0.0,2,0,0,,0
6158,15612444,Võ Văn Lan,,Bình Dương,Male,29.0,3,0.0,2,1,0,146090.38,0
6159,15626457,Vũ Phương Nam,671.0,TP.HCM,Male,31.0,0,116234.61,1,1,0,172096.08,0
6161,15706128,Đỗ Hải Huyền,632.0,Bắc Ninh,Female,21.0,1,0.0,2,1,0,84008.66,0
6162,15666430,Nguyễn Hải Khoa,579.0,An Giang,Male,38.0,8,0.0,2,0,0,91763.67,0
6163,15627385,Đỗ Minh Nam,,Lâm Đồng,Male,unknown,5,84009.47,1,1,1,,0
6164,15581323,Đặng Thanh Hà,488.0,An Giang,Female,,7,139246.22,2,1,0,106799.49,0
6165,15608109,Võ Tuấn Hải,,Đồng Nai,Male,58.0,7,170113.0,2,0,1,10494.64,0
6167,15567431,Lê Ngọc Hà,773.0,Long An,Male,64.0,2,145578.28,1,0,1,186172.85,0
6168,15810167,Lê Phương Dũng,657.0,Bà Rịa - Vũng Tàu,Male,75.0,7,126273.95,1,0,1,91673.6,0
6169,15644501,Bùi Ngọc Hà,,TP.HCM,Female,26.0,10,nan,1,1,1,18458.2,0
6170,15785290,Bùi Hải Lan,542.0,Nghệ An,Male,29.0,9,,1,1,0,8342.35,0
6171,15611157,Vũ Hoàng Hà,709.0,Hải Phòng,Female,32.0,2,87814.89,1,1,0,138578.37,0
6172,15673837,Bùi Xuân Khánh,,Khánh Hòa,Male,61.0,3,113858.95,1,1,1,38129.22,0
6174,15580560,Hoàng Hoàng Nam,217.0,An Giang,Female,122.0,1,0.0,1,1,1,29792.11,0
6175,15760641,Đặng Hải Trang,608.0,Bắc Ninh,Male,26.0,1,106648.98,1,0,1,7063.6,0
6176,15587584,Lê Thùy Anh,503.0,Khánh Hòa,Male,31.0,4,0.0,2,1,1,21645.06,0
6177,15604146,Ngô Thùy Khánh,nan,Nghệ An,Female,38.0,8,103653.51,2,1,1,137079.86,0
6179,15746986,Ngô Thùy Khoa,nan,Quảng Ninh,Female,,4,97990.49,2,0,0,106691.02,0
6180,15759741,Bùi Hữu Phúc,nan,Cần Thơ,Female,34.0,4,150635.3,1,1,1,72274.84,0
6181,15734892,Phạm Văn Dũng,579.0,Kiên Giang,Male,37.0,4,nan,2,1,1,32246.63,0
6182,15797194,Lê Minh Trang,570.0,Cần Thơ,Male,39.0,10,129674.89,2,1,0,80552.36,0
6183,15723786,Đặng Minh Huyền,709.0,Thừa Thiên Huế,Female,37.0,9,0.0,2,1,0,16733.59,0
6184,15642726,Lý Hải Nam,611.0,Bắc Ninh,Male,53.0,3,83568.26,1,0,0,1235.49,0
6186,15754526,Đỗ Minh Nam,699.0,Bắc Ninh,Male,36.0,6,147137.74,1,1,1,33687.9,0
6188,15751412,Đặng Ngọc Lan,704.0,Đồng Nai,Male,36.0,3,114370.41,1,0,1,66810.48,0
6190,15572408,Lê Xuân Hà,714.0,Lâm Đồng,Male,,3,149887.49,2,1,0,63846.36,0
6191,15613923,Phạm Hải Khánh,nan,Long An,Female,unknown,4,,1,0,1,,0
6192,15747000,Đặng Phương Thảo,592.0,An Giang,Male,,3,0.0,2,1,1,,0
6193,15731781,Võ Tuấn Hải,551.0,Kiên Giang,Male,43.0,7,nan,2,1,0,178393.68,0
6194,15727198,Đặng Ngọc Nam,689.0,Kiên Giang,Female,28.0,2,64808.32,2,0,0,78591.15,0
6195,15794273,Phạm Hoàng Hà,604.0,Hà Nội,Female,56.0,0,62732.65,1,0,1,124954.56,0
6196,15804950,Đặng Hải Anh,514.0,Bình Dương,Female,41.0,7,0.0,2,1,1,3756.65,0
6197,15576304,Đặng Thị Trang,698.0,Cần Thơ,Male,29.0,5,,1,1,1,152723.23,0
6199,15779627,Lê Thanh Linh,573.0,Lâm Đồng,Male,31.0,0,,1,1,1,70381.49,0
6200,15750755,Vũ Văn Anh,,Bình Dương,Female,33.0,8,0.0,2,0,0,,0
6201,15569654,Dương Thị Dũng,,Đồng Nai,Female,31.0,3,51293.47,1,0,0,35534.68,0
6202,15753079,Lý Thị Huyền,612.0,Thừa Thiên Huế,Male,41.0,5,,3,0,0,151256.22,0
6203,15684995,Phạm Minh Nam,690.0,Bà Rịa - Vũng Tàu,Male,,8,,1,0,1,51011.29,0
6204,15790763,Hoàng Hoàng Thảo,599.0,Bình Dương,Female,49.0,2,0.0,2,1,0,111190.53,0
6205,15766458,Lê Hải Hùng,498.0,Bà Rịa - Vũng Tàu,Male,33.0,1,198113.86,1,1,0,,0
6207,15776124,Phạm Thị Thảo,802.0,TP.HCM,Male,51.0,7,0.0,1,0,1,40855.79,0
6208,15665811,Lý Hoàng Hùng,,TP.HCM,Male,,9,141234.98,1,1,0,95673.05,0
6209,15729804,Võ Hải Linh,714.0,An Giang,Male,,10,0.0,2,1,1,80234.14,0
6211,15592197,Lý Thị Nam,nan,TP.HCM,Male,30.0,3,0.0,2,1,0,145490.85,0
6212,15793116,Đỗ Xuân Dũng,213.0,Lâm Đồng,Female,104.0,7,621725.7975107861,1,0,0,196278.32,0
6213,15638231,Trần Thùy Khánh,730.0,Kiên Giang,Female,unknown,2,0.0,2,1,1,162889.1,0
6214,15697678,Hoàng Xuân Tâm,590.0,Hải Phòng,Male,36.0,6,nan,2,1,1,,0
6215,15800412,Lê Xuân Tâm,458.0,Bình Dương,Male,,9,146780.52,2,1,1,3476.38,0
6216,15597610,Đặng Hải Minh,553.0,Quảng Ninh,Male,41.0,6,144974.55,1,1,1,19344.92,0
